4;0
3;0
3;0
3;1
3;1
2;1
2;1
2;2
2;2
2;3
2;3
2;4
2;4
2;4
2;4
3;4
3;4
3;5
3;5
3;6
4;6
4;6
4;6
4;7
5;7
5;7
6;7
7;7
7;7
7;8
7;8
7;9
7;9
7;9
6;9
6;9
6;10
5;10
5;10
4;10
4;10
3;10
3;10
2;10
2;10
2;9
2;9
2;8
2;8
2;7
2;7
2;6
3;6
3;6
3;6
3;5
3;5
4;5
5;5
5;5
5;4
5;4
5;4
5;4
5;4
6;4
6;4
6;4
6;3
6;3
6;3
6;2
6;2
6;1
6;1
5;1
5;1
5;0
5;0
4;0
4;0
3;0
3;0
2;0
2;0
2;1
2;1
2;2
2;2
2;3
2;3
2;4
2;4
3;4
3;4
3;5
3;5
3;6
3;6
4;6
4;6
4;6
